1,0.13001,-0.22368,3.999e+05
1,-0.50419,-0.22368,3.299e+05
1,0.50248,-0.22368,3.69e+05
1,-0.73572,-1.5378,2.32e+05
1,1.2575,1.0904,5.399e+05
1,-0.019732,1.0904,2.999e+05
1,-0.58724,-0.22368,3.149e+05
1,-0.72188,-0.22368,1.99e+05
1,-0.78102,-0.22368,2.12e+05
1,-0.63757,-0.22368,2.425e+05
1,-0.076357,1.0904,2.4e+05
1,-0.00085674,-0.22368,3.47e+05
1,-0.13927,-0.22368,3.3e+05
1,3.1173,2.4045,6.999e+05
1,-0.92196,-0.22368,2.599e+05
1,0.37664,1.0904,4.499e+05
1,-0.85652,-1.5378,2.999e+05
1,-0.96222,-0.22368,1.999e+05
1,0.76547,1.0904,5e+05
1,1.2965,1.0904,5.99e+05
1,-0.29405,-0.22368,2.529e+05
1,-0.14179,-1.5378,2.55e+05
1,-0.49916,-0.22368,2.429e+05
1,-0.048673,1.0904,2.599e+05
1,2.3774,-0.22368,5.739e+05
1,-1.1334,-0.22368,2.499e+05
1,-0.68287,-0.22368,4.645e+05
1,0.66103,-0.22368,4.69e+05
1,0.25081,-0.22368,4.75e+05
1,0.8007,-0.22368,2.999e+05
1,-0.20345,-1.5378,3.499e+05
1,-1.2592,-2.8519,1.699e+05
1,0.049477,1.0904,3.149e+05
1,1.4299,-0.22368,5.799e+05
1,-0.23868,1.0904,2.859e+05
1,-0.7093,-0.22368,2.499e+05
1,-0.95845,-0.22368,2.299e+05
1,0.16524,1.0904,3.45e+05
1,2.7864,1.0904,5.49e+05
1,0.20299,1.0904,2.87e+05
1,-0.42366,-1.5378,3.685e+05
1,0.29863,-0.22368,3.299e+05
1,0.71262,1.0904,3.14e+05
1,-1.0075,-0.22368,2.99e+05
1,-1.4454,-1.5378,1.799e+05
1,-0.18709,1.0904,2.999e+05
1,-1.0037,-0.22368,2.395e+05
